TransactionID,UserID,TransactionAmount,IP,Location,TransactionStatus,IsFraud,Timestamp
a60cdf42-29fd-4f24-9e8a-676d5cec5fa0,110814e4-f821-4152-88f8-e6a9d96d3c23,846.26,169.128.156.168,Victormouth,disputed,0,2024-05-30 20:03:57
86ada438-1fc6-4c53-99f2-45f55ad77051,bee04c5e-de5e-4c05-8d3e-2e07f3a48e53,18793.73,161.108.247.229,Lake Bethfort,success,1,2024-05-27 21:41:07
8255b412-6370-4b0a-b2d8-32494fc6df29,4ddb22a5-09d3-46fb-bcc6-5edf32dde1ed,487.9,136.56.106.162,Jamieside,success,0,2024-05-05 20:51:04
4bc42261-95da-4f7d-83ed-6d01ecf9246d,c8e1d30f-46c8-4ad9-835c-d7d7f8051d5c,825.38,56.5.138.81,Port Ruthville,failed,1,2024-07-11 08:11:22
cb7c61ee-14c5-41d3-938b-b41a65d08ff3,bc778841-3b29-4d4a-b94b-24a6d0fb48ca,17137.37,11.210.140.36,Suspicious Location,disputed,1,2024-10-05 08:04:38
37ea95f6-f57a-4534-b9e5-df49d0d58e33,7eee7063-dcfd-4431-b448-465ec4835fa6,16393.83,158.208.95.48,Woodsberg,refunded,1,2024-11-15 02:45:38
2ae27be3-3e09-4121-b561-cf48a671201e,5323cff1-538c-40de-9035-6227d726884c,11447.41,51.114.167.200,Natashafort,failed,1,2024-10-08 00:56:38
2f32f946-6d32-47ec-b1b9-78ffc598bc61,3d5a2770-e0b4-4884-953d-bf99ddae12d2,13635.94,84.155.245.160,North Michelle,failed,1,2024-08-29 06:35:41
d6dbac73-4769-4b82-ad5c-dda5fe085a11,b4788a17-061f-4b66-9632-b09330f3d88e,14030.23,153.245.140.122,Michaelfort,disputed,1,2024-04-26 04:55:11
f5849af8-3e21-4cc5-a7fb-be6c281c0f3c,51b0630c-852c-4607-aaeb-e1cba10aad53,17169.0,117.189.214.59,Whiteview,failed,1,2024-08-29 11:28:29
4746cf7a-02e9-4922-90f2-d1a30fd46098,10fc1204-acaa-4491-822a-8944e2f4c8a0,473.1,167.203.109.243,Suspicious Location,disputed,1,2024-08-31 16:50:07
5b98e503-93d0-4951-a3c6-d21cbc62ed74,4ad8f1f1-535c-47ec-abf1-51f3121e1054,698.15,195.253.181.134,South Kathy,failed,0,2024-03-03 02:24:58
490f0dac-eb39-4b2b-a8b4-05ceb549a33f,c8860e17-90dc-42a1-8211-c128f0b97bfb,12903.15,170.29.192.216,Suspicious Location,success,1,2024-09-20 00:17:27
41cfcf63-d7d2-4bb7-9001-6bc48490f98a,aa845d76-934e-485f-b35e-774fb869ccdd,839.29,135.135.238.247,East Jasonville,success,0,2024-03-27 08:20:22
b1787bbf-a07c-400a-b2d9-44d302232376,c6e400ae-dfd2-4183-9347-d13bbf5bab7f,967.69,214.21.123.143,Lake Brittneychester,success,0,2024-08-19 18:53:08
160651d8-0041-4c87-8b26-c34e1c60f534,8ce6b3f2-473f-440a-a03e-d7a4b2cec8b2,15122.48,136.145.156.87,Suspicious Location,disputed,1,2024-07-27 18:53:35
afbb6b7a-2f7d-4045-a961-7df825b785f4,4c8235fd-40a9-4813-b9d9-3b015c11b923,166.63,167.212.58.5,Suspicious Location,disputed,1,2024-05-10 18:42:13
cd948ffa-d3b6-438a-93a9-4b9a75c2e7af,7125ed49-a926-469d-8b49-e0230a67ee90,11749.75,113.58.54.166,Ericberg,success,1,2024-04-16 08:38:26
d56b0950-8920-4401-8ec1-1f2fc8a0658a,74d344ab-7f0d-49f9-8640-bbe3ad6b8940,17576.43,75.223.233.217,Suspicious Location,success,1,2024-04-19 21:02:58
b8c1e9ca-e116-4ce6-8529-1ea5f07fafba,16c600e4-f012-4d3e-85ee-61ea3a27b59c,132.04,132.201.201.61,North Troyview,disputed,0,2024-03-05 07:12:23
b574bd5e-2a2d-4751-bdff-a95c86bf9a42,6636fda5-b624-4425-ba39-b5cb6e70163a,12992.55,195.190.185.17,Suspicious Location,failed,1,2024-08-28 00:58:43
e6dcba01-e7db-412b-920c-61515d7a6381,8e933d67-73b0-48c8-b7b6-e12e1d639941,19179.69,76.197.46.223,Suspicious Location,disputed,1,2024-07-15 22:37:20
606ed0d7-d364-4798-a931-716320861f0c,af097037-e706-40fd-ab15-8897462980fa,18456.34,178.161.96.249,Suspicious Location,refunded,1,2024-01-15 02:11:12
4fed9d99-26ec-45d3-9824-9b98ff6250ec,b553924e-5191-4589-977e-15800d233da2,632.1,75.91.114.135,Suspicious Location,refunded,1,2024-01-03 13:57:51
fac7692e-73c6-4a19-ba4e-b83025edec02,807c2d0d-ea44-4799-8920-df5b053c4c0c,504.24,213.250.113.10,Suspicious Location,success,1,2024-01-26 01:26:42
30d7fb1b-68d9-4651-8014-5dc8e4d8f7fb,4c02f545-7ca7-4a4d-aa6a-98c3ad065828,19350.15,137.216.112.194,Suspicious Location,failed,1,2024-03-20 06:32:51
f959d21a-fe9a-4ff0-b271-fc0cad392681,759636f0-4c1e-4f23-8b93-39ef9c4e5b98,12233.78,72.22.145.163,Suspicious Location,failed,1,2024-09-02 15:30:54
a0d5f728-25ce-4f2a-b055-63d2eb71f29d,20fc31d5-870b-4ec8-a5db-a56b0d226244,661.18,9.14.114.61,Brownbury,failed,1,2024-01-10 20:48:28
b7aeeefa-dd44-4915-b787-b10a49ac52e9,78768751-5f2c-4f4d-a3ea-410aa2ddb3b9,18969.76,223.120.150.138,Matthewstown,refunded,1,2024-05-24 19:14:04
2de9d69a-e743-4f29-a781-d276aa6caac2,affa3320-b21c-436f-a9e8-efcbc9e7c927,621.1,184.193.16.155,Suspicious Location,success,1,2024-01-02 09:22:11
839b41af-3853-4da7-b881-723caa9f5b20,505e673a-ca3f-4fd8-b3f1-bd1c31771b42,15648.51,161.22.15.95,Suspicious Location,success,1,2024-01-13 19:42:10
17a7e396-2106-47ae-94f5-f573f910085a,9c3964d3-9ef7-4714-b96b-2be0117aa32a,212.25,204.236.193.235,Christinechester,failed,0,2024-02-04 02:23:55
6e5447cb-da7e-4dfc-b5ff-a5af50565d7e,74289202-1ea6-4868-9885-a4c351703977,250.31,103.108.79.81,South Christianchester,disputed,0,2024-08-13 18:37:20
56a13d07-141b-4e85-aabd-faf92bd88c2f,e404b5f1-f451-49a5-a5fb-ba5f86a8ee29,13959.45,77.205.30.160,Lake Michaelaland,success,1,2024-05-07 00:49:59
45731823-8ddf-420d-83d7-4e643336566b,7ed46eba-4294-4680-be0a-46c8a5f4e764,16922.08,183.194.113.116,Lindaside,success,1,2024-09-29 12:32:55
f9793935-7e9e-4f6d-bd75-6e83ac491a0e,f1ba7516-90f1-44d2-9d85-84332f213aa9,10369.67,151.162.194.226,Stanleytown,failed,1,2024-10-30 13:19:41
5f487f70-0727-40f7-97a1-13c1cda19725,d03e9c8d-4146-47b2-a68a-6d9f071e631e,18965.98,14.49.254.246,Suspicious Location,success,1,2024-11-20 22:59:45
ff173666-ec55-49e5-9bf6-ea48186b78c0,56dcd550-44fa-42ea-9858-610c897ae82e,12729.4,164.27.20.231,Kathleentown,disputed,1,2024-07-19 03:37:26
60829052-cce2-4ed9-815f-0c21115494f0,31c9e589-20e1-46fc-8f55-c2733c65f71d,781.44,8.80.225.162,Suspicious Location,success,1,2024-04-02 14:46:35
dd9064e4-8e77-4cfa-93f6-65afd23f7067,8a3c7ac2-51ca-4d97-b3f9-91087871da8b,11745.53,219.248.231.9,South David,refunded,1,2024-05-10 22:03:30
809b4ebb-1806-41c7-816f-0cfdc399980a,4b34ffa1-0ac9-45ea-84de-ce2d54de0e04,13641.04,68.100.94.142,Suspicious Location,success,1,2024-05-03 18:52:12
0b5d11da-1cfd-41ec-88dc-e9559332e52a,5fc054ce-b833-458f-b55d-e2a56d38d267,19267.03,9.44.100.138,Andersonhaven,failed,1,2024-04-27 10:38:11
f05ab376-f215-4cda-95af-d04cf566a70d,1c76a6df-dbf4-4286-816e-e5d0db4b18d2,15215.69,61.109.73.173,Suspicious Location,failed,1,2024-07-09 23:35:04
1b371c2c-a105-48d0-bc92-6a72b9a653e8,95103e14-67df-46a4-9654-52f4879102d9,871.45,2.184.177.242,Suspicious Location,refunded,1,2024-04-06 03:01:26
d57b946b-77cd-46f4-8026-1b0addab84b3,f8a7055c-4331-4135-90c4-ebb38aff2591,256.14,37.159.50.241,Suspicious Location,disputed,1,2024-06-22 11:31:39
a041a3b0-be0b-49df-983a-b3b4285586aa,fd7c9471-9728-4035-8109-c72e9600ebc3,10013.81,158.56.34.115,Mooremouth,failed,1,2024-01-04 09:35:36
0535ddf2-2612-479a-be0f-872b8b8794fe,c23b5c65-51f0-4c07-ad6f-eeea60284bbb,791.92,148.48.254.77,Suspicious Location,disputed,1,2024-09-01 05:51:11
4e764e7d-1384-4bb7-bdc9-358913ea9dd6,cf929659-22c9-407d-bf53-6e4db3c0320d,14400.76,40.198.87.48,Wendyside,disputed,1,2024-04-02 09:24:44
a8fc22b7-c14b-4390-b030-fc3c6a25752a,5ec97f40-6927-4bef-8676-a5c44c192b9a,17362.39,21.11.192.129,Burkechester,refunded,1,2024-03-22 19:35:39
2949f4de-4333-44a3-850f-979d0b917f8f,f7dd763b-8a58-456f-abfb-0c43b8b25b81,613.42,49.255.164.90,Suspicious Location,success,1,2024-05-11 22:00:38
5633654a-fc1f-4dba-ab7e-ae6e645e5eba,1f254011-0b0c-452a-9df1-f4e87387bb9f,16446.11,66.68.244.199,Suspicious Location,failed,1,2024-03-28 19:36:07
23c61c78-0a95-4c40-85fb-31714642bcda,5d03dd56-eaf4-46ff-9c5a-95a065744e5c,17509.64,24.109.10.190,Suspicious Location,success,1,2024-05-26 21:52:03
aaaaa0ba-2ac6-4212-b282-09b4c85fb046,3b44194d-4163-4cf3-8c3e-b5831951b0e4,218.0,67.35.67.244,Suspicious Location,disputed,1,2024-05-12 19:06:49
13d12b14-7281-4f97-b850-59d47d2c91a7,416fe7ca-a098-444d-90cc-24f0904541b5,945.11,65.55.243.45,Suspicious Location,disputed,1,2024-01-24 20:52:42
eb5637c0-c086-4c43-a007-d830c6e96ac3,e9c892a2-cded-4e72-91bc-d14fb72377c3,629.51,174.181.119.63,Port Michael,success,0,2024-06-21 12:57:13
34a3cb67-aaff-4261-821f-fcfaf62f21aa,b5031aad-8317-453e-95bb-2484251dc44f,19918.43,80.131.188.139,Suspicious Location,success,1,2024-06-03 06:54:34
69fe3037-f1a9-4d86-8fb8-364a2561a4ee,5f98cb1f-17ef-4cb4-9674-55e64bbda396,594.71,32.84.72.90,New Marc,disputed,0,2024-07-29 22:37:57
9b871995-102f-4527-a637-698331889051,ed56ab30-b4e5-4a8c-b8a6-1f46f3bf90d3,918.86,167.20.73.45,Melindafort,refunded,0,2024-11-07 13:53:48
94d37f51-c6de-4795-b4f5-6d7a435bee8c,5e379980-ccff-4a89-9e71-0f8cc0f5344f,924.54,68.134.208.120,Marytown,failed,0,2024-05-03 20:23:45
29556468-2a4b-4620-b498-685e3535384b,01b2889d-0a35-4411-b872-76b9d6067bd6,904.18,165.70.162.80,Smithton,disputed,1,2024-04-20 20:26:21
384c082c-f5ba-4284-92e0-43e409c4ed3e,d95f856c-17be-4d85-82b3-c4a79a1ec381,14800.95,84.45.23.195,Suspicious Location,success,1,2024-04-20 12:02:14
b11d2d84-d0d9-43a0-9faa-5c212ef87f6a,58798668-f38d-49ba-9951-e75dbd543c04,11784.26,189.188.151.133,Vincentmouth,success,1,2024-11-14 15:34:18
c0b52cb5-8ce1-48dc-b644-0dd4af00ead6,6cf17f11-ea2e-4113-a611-aefe692501d4,19526.07,75.9.180.226,Suspicious Location,refunded,1,2024-03-16 05:01:30
7b286f09-ac0f-4b32-9f53-be429f0b5b2b,693023e4-33eb-4b23-9411-26a9c24aadae,15559.51,177.237.84.80,Timothyfort,disputed,1,2024-08-15 17:43:49
203d6068-a47f-4537-9da6-61f1be1229cb,3d486f36-789d-4001-8b99-e4f4432257ab,17548.38,223.181.60.136,Suspicious Location,failed,1,2024-08-01 10:29:07
daf2568b-0b03-4a2c-963b-f10e2e68eee7,046000af-6118-46ea-8aa1-199bc9366782,836.13,216.115.89.214,Lake Jeffreyfort,success,0,2024-01-01 13:50:24
54a27d7f-102e-4294-af5d-9d864c5ee657,a92d01d1-1e3b-40e8-adf7-6adf1c5231dc,15091.67,107.90.226.50,Suspicious Location,disputed,1,2024-08-28 04:25:08
42bc8c83-8456-4975-a838-01fce543f5f2,f3bc32ef-d08b-4df9-b3eb-4ebd2c7d0add,14268.63,40.232.31.219,Suspicious Location,disputed,1,2024-04-10 16:56:09
40a047c1-a737-400b-85a8-7b0867da4832,7a6326c1-fd6d-4a02-8dfd-2f86129f1d23,13554.61,52.18.113.105,Ramirezfort,refunded,1,2024-04-27 20:43:25
5c6d1a62-8a6d-498f-b910-0f4fb3c654c5,e55c74ab-8924-4278-95d8-627b2ba9c2f1,12343.4,131.136.59.135,Suspicious Location,refunded,1,2024-02-28 20:46:10
84e49348-bede-475b-aa5a-b8bd3e610744,1e47cfeb-ae87-4ed0-b3ab-379e43f7993b,17662.13,8.225.1.31,Suspicious Location,success,1,2024-02-25 12:01:35
7f6ffc83-5aeb-47ac-a3cd-a22cd06ea963,46e7d848-e852-4c28-b394-d6f9558f0e82,14084.0,93.232.173.71,Christianfort,success,1,2024-01-09 03:50:26
83df885a-85b5-411b-9117-9990bdb81737,7b880c77-1a7c-4871-b987-e86a1c6ab535,18045.39,6.76.239.202,Suspicious Location,success,1,2024-05-27 02:05:11
73cf0f08-d0cd-4d70-9b05-a595b8067ff4,cd6a74a9-d66f-4ed9-aa15-a9885b5570e1,202.66,146.224.201.145,Allisonmouth,success,0,2024-10-15 11:23:05
c4953053-62a2-4822-9f5e-5e79a4fb7167,f2d52f8e-871c-4b45-aef5-5873928a1b49,19844.52,217.102.224.126,Rayburgh,refunded,1,2024-09-05 05:12:32
c21837ec-191b-4dd2-b15e-f9a3d472e6f5,0ec7a299-a4af-4cd6-865a-e4cd45456dc5,16585.79,34.133.127.95,Jenkinsport,success,1,2024-06-06 09:01:09
469591cf-b4db-4365-8f2e-d263490a7335,65b17722-02e6-48bb-a3a9-746cd866fcfd,509.34,78.17.99.112,Suspicious Location,success,1,2024-01-29 11:51:26
82458955-8b8b-450a-b867-ad833c798906,1d06dfb4-b08e-4198-8484-5ee9fbacfacd,10337.15,181.244.12.97,Christinafurt,disputed,1,2024-02-19 03:16:34
65d97fd7-59a4-43e3-a152-a51228f62a8c,02504d8d-a7f6-4720-9d8b-ac217d8e4450,11746.37,11.15.80.114,Suspicious Location,success,1,2024-02-17 16:15:15
44c9ff54-6ec7-41bd-a201-21ded4b67b14,b9d01a3c-c6ed-4b86-a889-336877800ffe,17641.22,19.70.18.114,Suspicious Location,disputed,1,2024-03-08 03:35:18
5af9b6e0-7f87-4a28-8b4e-46c3dd4c6b81,3a8f93c6-68cd-4087-99f6-244571232b6c,694.3,98.248.71.43,Suspicious Location,success,1,2024-06-22 11:53:45
fb85525a-0e33-47a2-887d-3e2cbb010406,c975f592-7115-4b56-b180-236b5d148c7d,157.93,13.192.193.130,New Rickview,success,0,2024-10-16 00:16:10
a935e699-1e30-43f3-84ac-748dde6cc618,6db92235-41e1-4682-a314-4d538a515794,12281.99,76.188.168.149,Suspicious Location,disputed,1,2024-08-23 01:28:30
0b024562-09e7-4739-a627-0591eca6e8e7,1a7510f5-f6bd-4dbf-bf4d-a403b355c082,11148.18,24.101.255.166,Laurenville,refunded,1,2024-10-19 17:47:29
cc738bb4-fad3-442a-b6df-6feccae28575,de59f2e6-0f46-4839-941c-ab8f989ef07a,564.51,101.185.184.102,Reneeside,refunded,0,2024-03-19 07:39:06
2bf444d7-3172-4c01-bc02-b7c7c82a03fa,994e91e7-431f-4cd9-bf99-786efaae2ed2,12604.03,219.184.224.15,West Jeannefurt,disputed,1,2024-06-05 11:37:19
8c44b530-1404-44d9-badd-5e6ca0911cd0,88fe12ef-ed8a-41e2-bb84-04f1db0a6e71,18334.41,205.74.114.69,Blankenshipborough,success,1,2024-05-07 02:01:56
c926e04c-c6b2-4ca1-b885-247e3b2aab57,07685e12-632f-45e8-bd78-441f751e1353,232.47,175.158.2.64,Suspicious Location,failed,1,2024-05-06 22:07:44
0de32b0b-5896-4fc5-a8f1-56987b09a13a,6ca3b429-3391-494e-b725-d29ab5ee0b20,869.2,94.30.197.213,Suspicious Location,success,1,2024-10-01 13:33:52
4f09de7d-127c-4af1-b1f6-bfd412f5ebd4,42200df0-9b8b-410f-9920-140520231233,12001.79,181.64.205.52,Kevinland,success,1,2024-04-15 12:31:17
452b0f4c-350a-4f9a-9920-1a50fb855ae3,3c8e0ba9-ea6e-4fa7-a2b4-101397336bdc,10153.56,173.25.133.153,Williamsberg,failed,1,2024-03-20 00:13:50
658736a9-76dd-48a3-92ea-9173a4082cbc,3a2a6b7b-11f1-4668-946e-990e4f5face6,14339.16,210.2.179.72,Martinside,success,1,2024-01-14 20:14:36
00093fee-339e-401e-8b5c-44b1924e4a99,b99eab77-c275-4e55-b790-a0aa27944fec,16920.14,56.137.181.63,Lake Robin,disputed,1,2024-07-06 19:23:37
4c2d738e-2af2-4c39-9717-51a3e771db49,5f5b8e5a-66b0-4a3f-b4e4-9eed3b4b058c,176.1,118.234.121.76,Suspicious Location,success,1,2024-07-25 01:41:53
92e61355-baa4-491c-9f18-852a92d6ea13,9d19aa37-08de-4564-a495-190522738fe6,14242.88,207.204.113.191,East Brian,failed,1,2024-05-13 21:20:32
02f534cf-a91f-4e90-84cb-b24ff2fdd1dd,b8ed8633-09fd-44ce-888d-f63a90e61a6b,11533.24,140.177.85.13,Victoriaside,disputed,1,2024-01-16 20:59:03
a68cf99e-7cc6-49fa-b4a9-3afd169b572f,cfd0d0cf-2775-4e59-8017-fbe47f23b710,251.14,108.87.42.242,Bethanybury,failed,0,2024-09-20 02:17:05
2afc6023-2782-4934-b54c-719b9a2f1d88,4f9793f7-790c-476d-a281-2b1e7a18dc13,18743.47,75.131.41.53,Suspicious Location,refunded,1,2024-06-24 03:59:38
4e5aa3c5-60b7-4fc3-a346-9a93af853d04,25c6a30d-c7fe-42f0-ada5-12a1b0b9ad68,18433.97,223.219.67.54,Suspicious Location,failed,1,2024-02-26 07:43:07
0fff25bb-1090-4e28-82fa-a499243d035b,8b5ba4fd-77d5-4209-9b90-084c5a1ab651,916.04,137.61.232.34,Lake Joseph,disputed,0,2024-03-28 00:36:32
0edfd67c-2bc7-47fd-af6f-69b0228159aa,cb2e8744-31b7-4306-9461-cfeed1971387,14692.5,186.75.4.150,East Kyle,refunded,1,2024-04-08 06:06:35
6527fca3-24d5-4738-ad08-60057f2a809b,0b89e35c-751f-45c8-a318-6b0c9a2026d7,10526.3,136.55.53.238,Suspicious Location,disputed,1,2024-09-03 11:03:18
01d848b6-c09b-4cb5-b1dc-201dd7dd765c,5520f895-d2d3-4ce9-90a6-d4e57389be41,16785.85,154.245.55.193,Suspicious Location,success,1,2024-07-03 04:33:53
fb7dcb26-5907-4842-adbd-19a93cf79271,0a683c67-8f55-45d0-8c68-861405e4b1eb,13318.89,71.175.170.161,South Hannah,refunded,1,2024-11-05 00:06:09
730b0f53-5a73-4e11-a9cd-fa7184d04ffd,bc6a4382-ef1e-417d-ba11-59be5a9955eb,704.58,177.133.158.15,Suspicious Location,success,1,2024-02-21 11:39:53
4b85f643-458d-45df-86a5-ea462e7fdceb,235d28a6-75fc-4059-910e-d26a95b87959,692.25,209.89.3.10,New John,failed,0,2024-04-13 08:54:42
90270488-977f-4e7f-a16a-93220aa7cc0e,404e882d-0017-4a5a-8aa4-08ceb34c90dd,475.91,108.89.194.233,North Stephanie,disputed,0,2024-08-29 00:33:46
9b029bed-859e-465e-ae65-a89b49777d21,c0cd68a5-55cf-4a81-a4cb-eb7ee5a9d096,11583.89,70.94.232.137,Dawnstad,refunded,1,2024-04-10 10:10:13
cf2a2c60-89f8-4a20-a068-b08c5b2e99bf,eeb03d62-6d79-4354-838c-7439e7886216,14751.63,153.186.4.38,North Maria,failed,1,2024-11-10 23:44:24
55e16ca8-66e2-459b-88a1-7c987453de6c,5d4dd9fc-a5eb-4d19-9706-243a17477b48,444.62,58.187.101.64,West Karinaberg,refunded,0,2024-09-19 05:12:04
67b9f5a1-3f8f-4f8b-a35e-180fc77fcd42,6ee72d52-d3f1-4ceb-b093-f47fe2a49cab,14107.21,87.35.7.40,Suspicious Location,disputed,1,2024-06-27 06:52:34
0d78e1d5-fb73-419a-9505-506f3cb25eca,1e403d5e-61cf-43f8-89cc-e4a1142e41c7,169.03,204.38.32.86,Jamesstad,success,1,2024-11-19 11:46:37
ce79941d-0a3e-4522-b8ca-22de029eeca9,34f5c577-16d9-4677-83e4-76b27638ef75,14566.34,222.43.223.46,Taylormouth,success,1,2024-04-11 01:26:29
2816f3f2-ac99-4a42-b47c-b247dc5f4cc7,7a38813e-f97a-451d-b9d7-75bc9172eced,914.91,166.1.227.137,Davidville,failed,0,2024-08-21 10:17:26
f6b685f8-437e-4ef1-bdec-331759847576,16a58258-1791-4daa-8101-2a0f6247c44f,14637.84,131.221.234.30,Dorseyfort,refunded,1,2024-11-19 07:31:04
e8b18296-0237-4811-abd6-95733913832e,da6955ca-c548-4053-9830-b1f4728285ea,306.36,30.224.7.200,Suspicious Location,disputed,1,2024-04-29 20:58:26
9a29c4fa-aa5d-4f8e-9fef-53925e00978c,4199034f-bfd8-4b52-8063-1fbbee2905d6,19998.39,138.20.236.170,Liborough,refunded,1,2024-01-20 22:04:19
b5afd018-93ec-4885-ba24-38caa52ec055,2b54a85b-bf97-43a0-999f-a50076aca3f0,844.37,178.100.234.64,Suspicious Location,success,1,2024-07-30 16:35:00
9a96160f-b7ea-4a85-a0f1-20c8e12672be,ef65588d-0f15-4be9-90d6-15ba196e7bcd,134.15,107.235.158.225,Suspicious Location,success,1,2024-11-20 11:10:28
ed407063-b9ae-4de7-a3ee-c58043d11ada,75039b1d-99b2-4df6-8d68-2573a2b21e86,353.31,56.105.22.105,Suspicious Location,disputed,1,2024-11-05 03:27:01
d94b427e-b702-4b6c-aa6d-23314fd45538,80178cef-89f8-44ca-881b-d9ec079d8365,691.22,7.179.253.35,Lake Kevin,refunded,0,2024-09-24 17:20:25
96f9b8ca-e968-4b53-abea-21086c07c96b,ea0ac01b-9d29-4c21-bf2c-ce63e82529d5,102.45,50.33.101.11,Suspicious Location,success,1,2024-11-10 08:45:08
97381046-a14d-4552-b88d-21215070ecdf,8d9fda36-1e87-478a-882c-764694e1000f,566.81,139.236.31.213,Suspicious Location,success,1,2024-10-20 11:02:36
8992aefd-07ca-4493-bcae-6c0d7562e68a,ab14ab0e-f981-47a4-abdd-49e71cac2913,696.46,100.44.39.17,Suspicious Location,success,1,2024-10-20 23:48:57
79453ef7-b46f-4008-b6f3-8573b5426f02,92dd9658-2718-4359-90b9-c5522ddf1c2d,256.32,104.191.81.164,Suspicious Location,success,1,2024-06-07 07:43:37
3fc64c7f-102b-4d21-bcb0-4931b858a5a6,7289a47f-80d9-4229-9982-4c6875d7b2e2,944.09,22.39.179.163,Suspicious Location,failed,1,2024-08-23 01:22:24
3d043c94-a011-4dd1-b1d3-3c04b29a3ddd,4b73ae6c-cedd-4613-b1a6-200950daa30f,16549.85,80.32.163.121,West Michaelton,disputed,1,2024-11-09 01:42:44
e4d1021d-5e80-4fc2-84b1-c2464cb2e6c9,24deee25-4eb3-4ce7-b3af-a9be0047e40c,495.61,144.114.199.218,Lake Adamside,disputed,0,2024-02-24 08:26:34
7c440411-6b4a-42ce-a3a0-bc93db7514a0,4df42fbd-f435-4f2b-82e6-fc314fefec1a,10289.96,179.201.189.151,Tranborough,refunded,1,2024-09-25 03:28:10
90b83c54-8569-4548-85d3-d36fb8f8f7ef,50763c02-d0e8-4bca-ade2-542ba462d40c,732.12,95.193.245.157,Suspicious Location,disputed,1,2024-08-27 11:19:59
e29070f7-deed-40a8-9905-8ea26f1adfdd,f9e46207-dc56-4f25-9e5a-2b44bfddd0a3,278.23,72.51.56.27,Lake Elizabethbury,success,0,2024-05-25 23:18:16
9ec77c09-d989-4167-9aac-6b8ed5731664,6c59c33b-344f-45c9-bd93-0961a4ec537e,593.92,16.155.170.217,Suspicious Location,refunded,1,2024-04-05 14:42:11
5c02b438-ffaf-4c5a-a10e-6783a3583f16,a538172e-d927-455e-8bbc-188eff710a77,10436.78,155.197.143.169,New Whitney,failed,1,2024-09-05 08:47:06
75b2c9b8-155e-41d5-9779-6cb1f81bdcae,5fe8a6e8-3a0b-4d6e-9f0b-5e6c7935e6cd,791.69,10.3.82.62,Mcculloughland,disputed,0,2024-03-30 14:50:23
0b06460b-fd1d-4704-8602-1908f8f32ec2,10dd811b-70b4-4c47-9802-cdfcda8f4ece,11596.3,164.175.104.220,Suspicious Location,refunded,1,2024-02-21 09:10:33
bf0389c4-5e60-401a-9c84-360045f87287,5250a601-b015-4aa9-a86f-85710fa98159,301.66,120.242.146.140,Suspicious Location,disputed,1,2024-09-16 01:39:42
5a9f3f38-f77d-4f45-835a-a4631d5c47b2,419144ff-e560-4435-8f7a-1ad1ede7ecd1,376.88,195.19.123.175,Port Kaylaland,failed,0,2024-04-14 09:13:35
716872ff-3f83-40c9-8dc3-ac078e75a6ba,7a15ac20-eee0-4489-9d7d-e79df2ce45a6,13463.52,51.87.17.113,Suspicious Location,refunded,1,2024-04-13 08:33:28
4e1e4671-55a4-48ad-ab8b-838d83e22588,c8dff041-f7b1-458b-b1c2-c039d1680566,938.02,114.40.153.226,Suspicious Location,failed,1,2024-05-18 22:19:55
08c67fe5-f60c-4b87-9645-92eee8253a0b,004e9309-d168-4c32-ab48-f6b8a8260292,13929.7,184.232.0.18,Joshuamouth,refunded,1,2024-01-23 10:28:25
02ce630f-f0d6-41fa-a35a-f8223dbb0f69,3c446b85-987c-4891-b08d-fcdc2f6a1230,13911.75,86.190.0.198,Suspicious Location,failed,1,2024-05-23 10:06:52
99c2c877-9a10-48e9-b1cf-fbe8980d69d8,acfc8aa9-2216-4ecf-8822-6b7511086fa7,11124.43,9.57.139.42,Fowlershire,disputed,1,2024-01-16 08:22:42
eeb90164-6f01-458c-a632-34d040300151,b6268274-a803-4196-ac30-784b71f9889f,18595.35,161.190.200.34,New Samuel,disputed,1,2024-03-29 00:42:57
c81c5502-afc3-425e-94d6-e0e27e7ee707,c68023ca-8c6f-48bd-a27c-a10d46b9ae7a,14801.43,76.130.0.236,West Krystal,success,1,2024-11-16 05:20:33
68d3479e-db0f-4bc2-aa5c-6babd35b6cd5,50bcb707-65b9-4b34-aa31-af05292eab9c,15346.29,96.144.154.225,South Matthewmouth,disputed,1,2024-11-16 21:24:44
a7fb2a2b-e657-46c4-acc6-5e9873c68a7c,4a4fad98-da3a-4d83-beb1-9f0880ee9c51,12991.8,50.95.143.252,New Amberton,disputed,1,2024-05-27 10:51:06
94ea364b-3f6d-4f2d-8c01-b219583a5d2d,aa5e9d15-1659-49ef-b3ce-d4ccf1287290,15572.04,116.65.157.160,Yatesmouth,success,1,2024-03-03 07:05:08
1011b190-5eb4-4535-931f-5300c473c43b,b045c7c8-895f-42c4-9395-a4517194ac46,16400.64,59.124.206.99,West Adambury,disputed,1,2024-07-10 07:36:28
8c3babdf-58da-47a6-8bae-cd22aa130094,053d1514-c2f3-4764-a646-e9f2c3e9178f,18662.57,87.134.106.126,Suspicious Location,failed,1,2024-06-24 04:21:25
c3ec8f22-f01f-40d6-95aa-7b45a7462d28,c3cc16d3-17ce-4047-a164-280f825d3d6d,543.66,219.54.215.116,Suspicious Location,success,1,2024-10-26 21:06:49
cb91c16e-dbf3-48cc-93e1-5e7b84cb926c,039493b7-0667-4246-a78f-a225317eab13,325.08,19.64.63.168,Suspicious Location,refunded,1,2024-01-22 06:24:27
